epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/l1_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/l1_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
103,297.327,1.28513,0.09272,0.53789,0.50855,0.02324,4.27657,0.95393,0.91837,0.95425,0.57437,0.95393,0.91837,0.94415,0.94415,1.37709,0.06835,0.13045,0.44119,0.02624,0,0.0003268,0.0003268,0.0003268
104,300.088,1.15203,0.0708,0.4477,0.51867,0.02195,4.18686,0.95814,0.93431,0.94658,0.57577,0.95814,0.93431,0.94658,0.94658,1.36634,0.066,0.12781,0.42986,0.02609,0,0.0003202,0.0003202,0.0003202
105,302.852,1.08464,0.04659,0.41391,0.4148,0.02075,3.8589,0.93988,0.95717,0.94595,0.58441,0.93988,0.95717,0.94777,0.94722,1.29855,0.06781,0.12825,0.41904,0.02494,0,0.0003136,0.0003136,0.0003136
106,305.604,1.18623,0.1414,0.42726,0.54545,0.02303,4.79973,0.9319,0.95918,0.9476,0.59496,0.9319,0.95918,0.9476,0.9476,1.2663,0.06661,0.12525,0.41049,0.02441,0,0.000307,0.000307,0.000307
107,308.356,1.12673,0.05641,0.35409,0.46742,0.02158,4.25549,0.91893,0.95918,0.95307,0.61269,0.91893,0.95918,0.95307,0.95307,1.2274,0.0734,0.13385,0.40483,0.02377,0,0.0003004,0.0003004,0.0003004
108,311.148,1.20477,0.08451,0.46043,0.58573,0.02232,4.19437,0.92139,0.95686,0.96034,0.61726,0.92139,0.95686,0.96034,0.96034,1.20763,0.06428,0.13352,0.39846,0.02325,0,0.0002938,0.0002938,0.0002938
109,313.896,1.22614,0.08397,0.49788,0.52434,0.0232,4.37151,0.93058,0.93878,0.95756,0.6132,0.93058,0.93878,0.95756,0.95756,1.22322,0.06428,0.13368,0.41438,0.0236,0,0.0002872,0.0002872,0.0002872
110,316.679,1.17068,0.14162,0.43306,0.58963,0.02271,4.39917,0.91701,0.93878,0.9411,0.5733,0.91701,0.93878,0.9411,0.9411,1.30957,0.05868,0.12817,0.44561,0.02568,0,0.0002806,0.0002806,0.0002806
111,319.428,1.11321,0.04976,0.36205,0.46172,0.02204,3.70577,0.90099,0.95918,0.9477,0.55076,0.90099,0.95918,0.9477,0.9477,1.38403,0.06863,0.14048,0.49021,0.02806,0,0.000274,0.000274,0.000274
112,322.179,1.20014,0.07782,0.40315,0.50163,0.02289,4.26075,0.91696,0.95918,0.93954,0.53765,0.91696,0.95918,0.94487,0.9438,1.44936,0.07641,0.1361,0.47263,0.02951,0,0.0002674,0.0002674,0.0002674
113,324.929,1.23549,0.0914,0.4196,0.51873,0.02374,4.15451,0.90113,0.95918,0.94703,0.5081,0.90113,0.95918,0.94703,0.94703,1.53614,0.08212,0.14132,0.49397,0.03153,0,0.0002608,0.0002608,0.0002608
114,327.704,1.20879,0.1573,0.45246,0.5633,0.0236,4.83141,0.93317,0.93878,0.9527,0.50406,0.93317,0.93878,0.95883,0.95699,1.54659,0.09313,0.15086,0.48051,0.03128,0,0.0002542,0.0002542,0.0002542
115,330.432,1.1407,0.06632,0.42584,0.49435,0.02189,3.91137,0.91759,0.95918,0.95484,0.51665,0.91759,0.95918,0.95525,0.95496,1.5254,0.09292,0.14833,0.47209,0.03048,0,0.0002476,0.0002476,0.0002476
116,333.198,1.15052,0.05552,0.40097,0.50521,0.02211,3.6853,0.93976,0.95524,0.95578,0.53219,0.93976,0.95524,0.95816,0.95745,1.48771,0.0857,0.1369,0.46208,0.02898,0,0.000241,0.000241,0.000241
117,335.945,1.10096,0.04264,0.38606,0.51283,0.02151,3.54896,0.97811,0.91197,0.95596,0.54554,0.97811,0.91197,0.95814,0.95748,1.41701,0.07973,0.14059,0.53161,0.02714,0,0.0002344,0.0002344,0.0002344
118,338.688,1.12854,0.06102,0.45376,0.52399,0.02139,3.84893,0.93848,0.93401,0.95225,0.54769,0.93848,0.93401,0.95315,0.95271,1.41439,0.07889,0.13334,0.47642,0.02707,0,0.0002278,0.0002278,0.0002278
119,341.468,1.16665,0.09708,0.41388,0.59405,0.02146,4.10564,0.92132,0.95589,0.94861,0.56382,0.92132,0.95589,0.95,0.94916,1.40308,0.07945,0.13074,0.47003,0.02701,0,0.0002212,0.0002212,0.0002212
120,344.22,1.24445,0.06286,0.5033,0.58806,0.02372,3.83876,0.91807,0.95918,0.94385,0.55266,0.91807,0.95918,0.94385,0.94385,1.39737,0.07486,0.13299,0.46335,0.02709,0,0.0002146,0.0002146,0.0002146
121,346.995,1.09693,0.04834,0.43784,0.46921,0.02003,3.722,0.93511,0.91837,0.9535,0.56345,0.93511,0.91837,0.95394,0.95363,1.39349,0.07756,0.13569,0.47268,0.02699,0,0.000208,0.000208,0.000208
122,349.722,1.13355,0.05118,0.3852,0.4767,0.02211,3.59457,0.95624,0.91837,0.94264,0.55875,0.95624,0.91837,0.94264,0.94264,1.36354,0.07748,0.13719,0.46114,0.02647,0,0.0002014,0.0002014,0.0002014
123,352.471,1.14505,0.10352,0.38805,0.45216,0.02288,3.87917,0.90307,0.95082,0.93984,0.56433,0.90307,0.95082,0.94129,0.94027,1.34757,0.08378,0.13901,0.47152,0.02606,0,0.0001948,0.0001948,0.0001948
124,355.268,1.14,0.08244,0.39128,0.54462,0.02203,4.01009,0.93325,0.93878,0.94339,0.57653,0.93325,0.93878,0.94339,0.94339,1.29149,0.0841,0.14211,0.45324,0.0247,0,0.0001882,0.0001882,0.0001882
125,358.019,1.17483,0.04046,0.40117,0.41421,0.02363,3.81264,0.93983,0.95637,0.94301,0.58212,0.93983,0.95637,0.94301,0.94301,1.2812,0.08036,0.14098,0.4523,0.0245,0,0.0001816,0.0001816,0.0001816
126,360.796,1.17721,0.06089,0.43972,0.48037,0.02378,4.1114,0.93859,0.93577,0.94067,0.57818,0.93859,0.93577,0.94067,0.94067,1.27713,0.07973,0.14437,0.45131,0.02442,0,0.000175,0.000175,0.000175
127,363.563,1.16807,0.05805,0.3835,0.46777,0.02269,3.83252,0.93849,0.93415,0.94366,0.5598,0.93849,0.93415,0.94432,0.94386,1.32378,0.07523,0.14029,0.46534,0.02582,0,0.0001684,0.0001684,0.0001684
128,366.312,1.13307,0.04678,0.40029,0.41755,0.02241,3.47473,0.93738,0.9166,0.94406,0.54646,0.93738,0.9166,0.94406,0.94406,1.33948,0.07206,0.13933,0.4751,0.02622,0,0.0001618,0.0001618,0.0001618
129,369.069,1.15552,0.08578,0.39381,0.51886,0.02207,3.48863,0.90298,0.95918,0.94578,0.54142,0.90298,0.95918,0.94711,0.94618,1.38134,0.06726,0.13674,0.4776,0.02725,0,0.0001552,0.0001552,0.0001552
130,371.871,1.1446,0.09828,0.39152,0.4773,0.02216,3.70219,0.91841,0.95918,0.94057,0.52955,0.91841,0.95918,0.94057,0.94057,1.4354,0.06323,0.13656,0.50049,0.02855,0,0.0001486,0.0001486,0.0001486
131,374.613,1.05925,0.0502,0.32665,0.41263,0.02119,3.76013,0.9349,0.91837,0.93906,0.52885,0.9349,0.91837,0.93906,0.93906,1.42307,0.06403,0.13598,0.50405,0.02805,0,0.000142,0.000142,0.000142
132,377.38,1.14043,0.11403,0.4533,0.53272,0.0213,3.74554,0.92705,0.91837,0.93748,0.5348,0.95743,0.91802,0.94162,0.93873,1.40643,0.06078,0.13699,0.50401,0.0273,0,0.0001354,0.0001354,0.0001354
133,380.131,1.15274,0.10024,0.47345,0.49406,0.02171,3.35613,0.90384,0.95918,0.94544,0.54685,0.90384,0.95918,0.94757,0.94608,1.38629,0.06997,0.13467,0.47901,0.0264,0,0.0001288,0.0001288,0.0001288
134,382.888,1.16279,0.07525,0.46156,0.54225,0.02173,3.66433,0.9375,0.9183,0.94047,0.55119,0.9375,0.9183,0.9419,0.9409,1.35699,0.06487,0.13362,0.48744,0.02544,0,0.0001222,0.0001222,0.0001222
135,385.645,1.1098,0.06626,0.38016,0.4963,0.02139,3.40232,0.93642,0.91837,0.94046,0.55483,0.93642,0.91837,0.94271,0.94113,1.29612,0.06456,0.1361,0.46628,0.02374,0,0.0001156,0.0001156,0.0001156
136,388.396,1.04196,0.0748,0.43787,0.46444,0.0199,3.46223,0.91989,0.95918,0.93531,0.55725,0.91989,0.95918,0.93723,0.93589,1.26382,0.06478,0.13388,0.44192,0.02297,0,0.000109,0.000109,0.000109
137,391.173,1.06576,0.05221,0.36718,0.4266,0.02074,3.26163,0.9377,0.95918,0.93545,0.56909,0.9377,0.95918,0.93636,0.93618,1.2351,0.0654,0.13302,0.43571,0.0224,0,0.0001024,0.0001024,0.0001024
138,393.891,1.07045,0.09933,0.39731,0.46141,0.02099,3.75717,0.9397,0.95411,0.93638,0.5745,0.9397,0.95411,0.93815,0.9378,1.23263,0.06897,0.13247,0.43007,0.02241,0,9.58e-05,9.58e-05,9.58e-05
139,396.66,1.07741,0.09092,0.38544,0.48675,0.0204,3.64587,0.9391,0.95918,0.93699,0.56968,0.9391,0.95918,0.93965,0.93912,1.22852,0.06433,0.13145,0.43464,0.02281,0,8.92e-05,8.92e-05,8.92e-05
140,399.416,1.05824,0.07121,0.40981,0.51014,0.01968,3.25721,0.93962,0.95281,0.93448,0.55926,0.93962,0.95281,0.93815,0.93694,1.25704,0.06892,0.13313,0.44276,0.02346,0,8.26e-05,8.26e-05,8.26e-05
141,405.277,1.04896,0.023,0.23282,0.29997,0.02195,2.98018,0.93967,0.95372,0.93564,0.55694,0.93967,0.95372,0.93985,0.93864,1.25037,0.06936,0.13409,0.43993,0.02341,0,7.6e-05,7.6e-05,7.6e-05
142,408.041,1.01292,0.02615,0.25918,0.29438,0.02003,3.20748,0.91759,0.95918,0.93558,0.56246,0.91759,0.95918,0.93914,0.93843,1.2521,0.06445,0.13211,0.43526,0.02379,0,6.94e-05,6.94e-05,6.94e-05
143,410.81,0.95441,0.01783,0.25348,0.28979,0.01949,2.97648,0.92039,0.95918,0.93704,0.56418,0.92039,0.95918,0.93882,0.93846,1.25742,0.06647,0.13237,0.43751,0.02397,0,6.28e-05,6.28e-05,6.28e-05
144,413.57,1.0594,0.02068,0.23613,0.32262,0.02202,2.88151,0.91917,0.95918,0.94107,0.5682,0.91917,0.95918,0.94107,0.94107,1.26574,0.06424,0.13241,0.44636,0.02421,0,5.62e-05,5.62e-05,5.62e-05
145,416.372,1.02632,0.01597,0.23345,0.29485,0.02046,2.88471,0.91812,0.95918,0.93759,0.5622,0.91812,0.95918,0.93933,0.93899,1.27048,0.06638,0.12964,0.4439,0.02426,0,4.96e-05,4.96e-05,4.96e-05
146,419.122,0.97362,0.0164,0.22142,0.27379,0.0208,2.7923,0.91699,0.95918,0.93838,0.5644,0.91699,0.95918,0.93936,0.93867,1.25277,0.06837,0.13009,0.44589,0.02391,0,4.3e-05,4.3e-05,4.3e-05
147,421.878,0.90008,0.01745,0.2044,0.29152,0.0188,2.89461,0.91684,0.95918,0.93329,0.55503,0.91684,0.95918,0.93793,0.9365,1.2569,0.06868,0.12908,0.44733,0.02399,0,3.64e-05,3.64e-05,3.64e-05
148,424.61,1.07031,0.02156,0.22028,0.30906,0.02117,2.88004,0.90639,0.95918,0.93673,0.56187,0.90639,0.95918,0.93762,0.93744,1.25695,0.06549,0.12669,0.44694,0.0241,0,2.98e-05,2.98e-05,2.98e-05
149,427.366,0.96509,0.02395,0.30758,0.2945,0.02025,2.98232,0.91892,0.95918,0.93753,0.56131,0.91892,0.95918,0.93753,0.93753,1.25798,0.06587,0.12783,0.44095,0.02394,0,2.32e-05,2.32e-05,2.32e-05
150,430.091,0.99566,0.01498,0.22301,0.27511,0.02071,2.65607,0.91602,0.95918,0.93943,0.56371,0.91602,0.95918,0.9402,0.93966,1.27708,0.06974,0.12724,0.44688,0.02445,0,1.66e-05,1.66e-05,1.66e-05
