epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.67567,1.92891,1.90455,0.59062,1.87516,2.13451,0.31617,0.39639,0.30175,0.07065,0.52781,0.55102,0.57911,0.13103,2.45941,2.77452,0.33229,9.31945,2.95486,0.000320988,0.000320988,0.0682222
2,4.73463,1.59359,1.22634,0.47974,1.45365,1.83206,0.65996,0.67335,0.68847,0.26531,0.6577,0.82354,0.80394,0.53224,2.11324,1.45783,0.30356,2.46624,2.28367,0.000650002,0.000650002,0.0352179
3,6.66859,1.53401,1.07205,0.54871,1.32383,1.76229,0.72921,0.59184,0.66387,0.22348,0.65347,0.77551,0.72674,0.52816,2.18969,1.08951,0.4824,1.56918,2.3769,0.000974617,0.000974617,0.00220919
4,8.66299,1.54974,0.99195,0.62493,1.28831,1.75046,0.5569,0.59184,0.60712,0.26316,0.47121,0.46939,0.46172,0.23658,1.88327,2.17332,0.65737,1.42002,2.01248,0.0009802,0.0009802,0.0009802
5,10.4285,1.56236,0.87748,0.53238,1.22686,1.73358,0.67989,0.73692,0.71971,0.20391,0.7792,0.79228,0.82963,0.68965,2.25324,0.87977,0.41194,1.36742,2.2422,0.0009736,0.0009736,0.0009736
6,12.0676,1.40828,0.79516,0.5199,1.02452,1.65056,0.78635,0.82637,0.81909,0.32623,0.78476,0.79592,0.83097,0.70824,1.88875,0.7085,0.3745,1.26309,1.96128,0.000967,0.000967,0.000967
7,13.7692,1.44274,0.65881,0.51119,1.02663,1.63386,0.86005,0.87791,0.91515,0.41487,0.88004,0.89832,0.94901,0.86109,1.78173,0.53878,0.41305,1.00559,1.87128,0.0009604,0.0009604,0.0009604
8,15.599,1.43843,0.64068,0.54049,1.00977,1.66111,0.73374,0.81633,0.81246,0.36483,0.7713,0.85714,0.86347,0.7341,1.89366,0.6441,0.417,1.15291,1.8841,0.0009538,0.0009538,0.0009538
9,17.5626,1.41662,0.51968,0.51698,1.00777,1.58203,0.82011,0.93048,0.92128,0.44096,0.82011,0.93048,0.93361,0.87331,1.66203,0.52198,0.37205,1.06021,1.66106,0.0009472,0.0009472,0.0009472
10,19.2859,1.27885,0.53931,0.5227,0.97088,1.49107,0.85797,0.86307,0.92607,0.46873,0.85797,0.86307,0.93201,0.87641,1.52339,0.48777,0.36765,0.99414,1.58017,0.0009406,0.0009406,0.0009406
11,21.2507,1.31632,0.47124,0.55035,0.88384,1.51443,0.8804,0.89796,0.9341,0.44771,0.88101,0.90675,0.95406,0.91321,1.46721,0.40622,0.36983,0.86612,1.47624,0.000934,0.000934,0.000934
12,23.2774,1.33126,0.44154,0.48925,0.87231,1.50834,0.89207,0.93878,0.94454,0.52581,0.97354,0.87755,0.9553,0.88562,1.36156,0.47328,0.36821,0.75337,1.44811,0.0009274,0.0009274,0.0009274
13,24.9372,1.27197,0.46657,0.49719,0.85362,1.45191,0.89398,0.91837,0.946,0.5811,0.91444,0.93878,0.95019,0.88485,1.31879,0.5328,0.36114,0.73953,1.39124,0.0009208,0.0009208,0.0009208
14,26.6016,1.37344,0.45158,0.55055,0.85606,1.53547,0.95515,0.86928,0.9442,0.4946,0.95515,0.86928,0.9442,0.90408,1.3882,0.43426,0.31565,0.72041,1.43298,0.0009142,0.0009142,0.0009142
15,28.2821,1.32612,0.4525,0.47105,0.86279,1.55473,0.91778,0.91128,0.94408,0.37634,0.91778,0.91128,0.9533,0.91646,1.7751,0.33508,0.28881,0.96503,1.7255,0.0009076,0.0009076,0.0009076
16,29.8584,1.27195,0.3962,0.50716,0.79746,1.44272,0.90332,0.95918,0.94109,0.41667,0.90523,0.97959,0.95997,0.91476,1.6189,0.31747,0.27811,0.87077,1.60371,0.000901,0.000901,0.000901
17,32.074,1.20795,0.44807,0.42973,0.814,1.48439,0.93843,0.93317,0.95746,0.56505,0.93843,0.93317,0.96029,0.94384,1.21617,0.30466,0.27558,0.68215,1.32083,0.0008944,0.0008944,0.0008944
18,34.2997,1.15579,0.44825,0.55759,0.87902,1.37921,0.89071,0.83172,0.92186,0.53432,0.89071,0.83172,0.94386,0.89804,1.34265,0.30684,0.27215,0.73227,1.36482,0.0008878,0.0008878,0.0008878
19,36.5532,1.22952,0.33296,0.49614,0.82537,1.45606,0.86518,0.91677,0.92363,0.47118,0.86518,0.91677,0.94248,0.89627,1.53594,0.32227,0.27497,0.7754,1.54221,0.0008812,0.0008812,0.0008812
20,38.8427,1.25848,0.34803,0.4675,0.88151,1.42756,0.90329,0.93878,0.94268,0.54202,0.90329,0.93878,0.93204,0.88528,1.28781,0.37195,0.28468,0.72572,1.36205,0.0008746,0.0008746,0.0008746
21,40.7193,1.22078,0.376,0.48768,0.83698,1.40547,0.93857,0.9355,0.96756,0.50653,0.93857,0.9355,0.97129,0.93315,1.38053,0.29067,0.2823,0.7023,1.46587,0.000868,0.000868,0.000868
22,42.5213,1.17419,0.353,0.4801,0.80827,1.37822,0.86987,0.95504,0.93859,0.50325,0.87228,0.93878,0.9521,0.91517,1.46854,0.26971,0.28007,0.80446,1.53862,0.0008614,0.0008614,0.0008614
23,44.3792,1.24937,0.25835,0.42349,0.7955,1.45272,0.8418,0.97739,0.92977,0.50062,0.8418,0.97739,0.93772,0.88588,1.45956,0.26505,0.23994,0.84376,1.52039,0.0008548,0.0008548,0.0008548
24,46.4812,1.27546,0.3118,0.42408,0.82996,1.42265,0.86991,0.95532,0.94605,0.49536,0.86929,0.95018,0.94848,0.91595,1.49904,0.27293,0.19429,0.73842,1.50391,0.0008482,0.0008482,0.0008482
25,48.342,1.2022,0.31831,0.40023,0.765,1.4045,0.86594,0.93878,0.94507,0.49974,0.88132,0.95918,0.9509,0.90524,1.42548,0.27371,0.1826,0.67249,1.47616,0.0008416,0.0008416,0.0008416
26,50.1415,1.16601,0.27176,0.42741,0.73083,1.36239,0.91795,0.91334,0.93194,0.52964,0.91795,0.91334,0.93518,0.89022,1.34082,0.24616,0.18862,0.64492,1.42321,0.000835,0.000835,0.000835
27,51.991,1.27575,0.35118,0.41027,0.81637,1.43684,0.89995,0.93878,0.92463,0.51825,0.89995,0.93878,0.93747,0.90646,1.37118,0.21622,0.20103,0.71443,1.49294,0.0008284,0.0008284,0.0008284
28,53.7652,1.2409,0.23784,0.43216,0.7232,1.36654,0.93547,0.88759,0.91864,0.51788,0.93547,0.88759,0.92837,0.90168,1.39569,0.23431,0.20626,0.75724,1.4401,0.0008218,0.0008218,0.0008218
29,55.4838,1.24869,0.24246,0.43929,0.83231,1.41764,0.93841,0.93296,0.92877,0.5194,0.93841,0.93296,0.92877,0.90951,1.34701,0.23223,0.19436,0.74255,1.41536,0.0008152,0.0008152,0.0008152
30,57.1068,1.15485,0.26378,0.37605,0.77252,1.3677,0.93933,0.95918,0.94945,0.55416,0.93933,0.95918,0.95585,0.94325,1.24202,0.20326,0.17178,0.69973,1.35537,0.0008086,0.0008086,0.0008086
31,58.7551,1.1194,0.2437,0.4206,0.72598,1.37313,0.95157,0.93878,0.96047,0.47273,0.95157,0.93878,0.96047,0.94429,1.49948,0.22751,0.16875,0.72833,1.55082,0.000802,0.000802,0.000802
32,60.8501,1.14231,0.22713,0.45027,0.76968,1.35517,0.91681,0.8997,0.95625,0.47704,0.91681,0.8997,0.95625,0.92896,1.52725,0.23841,0.17158,0.68489,1.56494,0.0007954,0.0007954,0.0007954
