epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.77801,2.82916,1.78918,0.71902,4.21032,3.07049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00277778,0.00277778,0.075
2,3.22462,2.84902,1.79975,0.71554,4.13894,3.0998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00607078,0.00607078,0.0449597
3,3.65997,2.88653,1.90681,0.72564,4.11474,3.11062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931978,0.00931978,0.0148753
4,4.11063,2.97373,1.66659,0.72052,4.45882,3.14119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009802,0.009802,0.009802
5,4.63158,3.08266,1.66637,0.70215,4.76874,3.21679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009736,0.009736,0.009736
6,5.15312,2.80683,1.52093,0.69058,3.11146,3.0481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967,0.00967,0.00967
7,5.67445,2.70517,1.49427,0.69095,2.98756,2.9928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009604,0.009604,0.009604
8,6.23515,2.76932,1.40404,0.67796,3.07577,3.00806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009538,0.009538,0.009538
9,6.76701,2.72093,1.38766,0.66223,3.08503,2.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009472,0.009472,0.009472
10,7.31183,2.63901,1.4184,0.65267,3.04707,2.95492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009406,0.009406,0.009406
11,7.82524,2.60018,1.58194,0.63353,3.0312,2.92238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934,0.00934,0.00934
12,8.35354,2.52063,1.34959,0.62125,3.00737,2.92617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009274,0.009274,0.009274
13,8.89664,2.45169,1.32951,0.57959,3.01418,2.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009208,0.009208,0.009208
14,9.45732,2.362,1.17292,0.57805,2.95835,2.86594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009142,0.009142,0.009142
15,10.0104,2.40377,1.26239,0.61424,2.9483,2.93354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009076,0.009076,0.009076
16,10.5793,2.22898,1.2836,0.5395,2.9363,2.81076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00901,0.00901,0.00901
17,11.1257,2.24936,1.22135,0.52644,2.92414,2.81919,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008944,0.008944,0.008944
18,11.6907,2.23611,1.34949,0.53903,2.95001,2.80151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008878,0.008878,0.008878
19,12.2564,2.23214,1.0654,0.54267,2.8655,2.83228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008812,0.008812,0.008812
20,12.8093,2.29701,1.21541,0.53043,2.84399,2.81679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008746,0.008746,0.008746
21,13.3315,2.28063,0.99297,0.50871,2.79868,2.7942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00868,0.00868,0.00868
22,13.8481,2.18872,1.01646,0.50469,2.81318,2.75737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008614,0.008614,0.008614
23,14.4451,2.30684,0.94813,0.52638,2.77768,2.78595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008548,0.008548,0.008548
24,14.9902,2.23105,0.96844,0.49313,2.72175,2.78502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008482,0.008482,0.008482
25,15.5437,2.19857,0.81039,0.56271,2.78922,2.78198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008416,0.008416,0.008416
26,16.1673,2.34493,0.79692,0.50318,2.72316,2.79581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00835,0.00835,0.00835
27,16.7968,2.12826,0.73232,0.57719,2.84943,2.69801,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008284,0.008284,0.008284
28,17.4946,2.25334,0.73743,0.53277,2.79886,2.72586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008218,0.008218,0.008218
29,18.1145,2.15239,0.67145,0.52749,2.74217,2.70066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008152,0.008152,0.008152
30,18.7842,2.24096,0.7281,0.53147,2.76008,2.72526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008086,0.008086,0.008086
31,19.4333,2.18981,0.6404,0.49782,2.60586,2.77808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802,0.00802,0.00802
32,20.1092,2.10837,0.66822,0.49311,2.61199,2.67933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007954,0.007954,0.007954
33,20.7841,2.19559,0.69083,0.495,2.63184,2.72306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007888,0.007888,0.007888
34,21.5169,2.14423,0.61682,0.47717,2.58468,2.71945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007822,0.007822,0.007822
35,22.1238,2.09046,0.62251,0.49705,2.54507,2.74507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007756,0.007756,0.007756
36,22.7752,2.15394,0.66511,0.4608,2.61767,2.7644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00769,0.00769,0.00769
37,23.3996,2.02931,0.80073,0.51558,2.6124,2.66305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007624,0.007624,0.007624
38,24.0298,2.10224,0.66671,0.51043,2.69509,2.64548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007558,0.007558,0.007558
39,24.6556,2.09204,0.57505,0.46942,2.51808,2.65947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007492,0.007492,0.007492
40,25.2603,2.162,0.52502,0.49975,2.59868,2.68384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007426,0.007426,0.007426
41,25.8519,2.11862,0.61442,0.45761,2.56561,2.5904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00736,0.00736,0.00736
42,26.4997,2.14683,0.59448,0.46864,2.51027,2.6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007294,0.007294,0.007294
43,27.267,2.06759,0.44112,0.45292,2.58321,2.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007228,0.007228,0.007228
44,27.8997,2.15337,0.51009,0.4501,2.53163,2.69616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007162,0.007162,0.007162
45,28.5401,1.90995,0.55499,0.43184,2.55354,2.54777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007096,0.007096,0.007096
46,29.2021,2.03124,0.47571,0.46662,2.48532,2.62182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703,0.00703,0.00703
47,29.8834,1.98178,0.52671,0.45383,2.48231,2.57361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006964,0.006964,0.006964
48,30.5951,2.03568,0.47277,0.44157,2.44845,2.57537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006898,0.006898,0.006898
49,31.3071,1.9984,0.51519,0.42581,2.42902,2.56825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006832,0.006832,0.006832
50,31.9672,2.13291,0.45556,0.46506,2.34035,2.64526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006766,0.006766,0.006766
51,32.6306,2.04659,0.55968,0.45262,2.38122,2.52443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0.0067,0.0067
52,33.3643,2.05744,0.55657,0.42761,2.36917,2.54343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006634,0.006634,0.006634
53,34.123,1.92579,0.47475,0.42694,2.39972,2.53078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006568,0.006568,0.006568
54,34.9012,2.06919,0.41364,0.40594,2.44681,2.56368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006502,0.006502,0.006502
55,35.5323,1.99247,0.36191,0.39006,2.33838,2.50161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006436,0.006436,0.006436
56,36.1461,1.95893,0.46733,0.45661,2.27702,2.58899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637,0.00637,0.00637
57,36.7652,2.05181,0.49069,0.45783,2.34535,2.6587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006304,0.006304,0.006304
58,37.3911,2.01577,0.57111,0.52052,2.43211,2.52892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006238,0.006238,0.006238
59,38.0236,2.04113,0.49524,0.45664,2.30552,2.48377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006172,0.006172,0.006172
60,38.6643,2.03548,0.45766,0.44219,2.31145,2.60223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006106,0.006106,0.006106
61,39.244,1.92864,0.45423,0.41051,2.27488,2.48174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00604,0.00604,0.00604
62,39.9219,1.96244,0.45361,0.40574,2.23191,2.46921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005974,0.005974,0.005974
63,40.5295,2.03399,0.4419,0.44084,2.22833,2.53415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005908,0.005908,0.005908
64,41.0553,1.98933,0.48385,0.41625,2.29272,2.48757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005842,0.005842,0.005842
65,41.5751,1.95268,0.44887,0.39089,2.25242,2.49427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005776,0.005776,0.005776
66,42.1035,2.00929,0.43295,0.41662,2.26446,2.53993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571,0.00571,0.00571
67,42.6354,1.93478,0.41196,0.42419,2.22976,2.46104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005644,0.005644,0.005644
68,43.18,1.98241,0.49759,0.39983,2.20904,2.49572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005578,0.005578,0.005578
69,43.6863,1.97022,0.46189,0.40078,2.18996,2.45593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005512,0.005512,0.005512
70,44.2051,1.88881,0.43265,0.41055,2.11587,2.37087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005446,0.005446,0.005446
71,44.7223,2.0068,0.47945,0.3971,2.15313,2.47115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00538,0.00538,0.00538
72,45.2391,1.95274,0.42671,0.36799,2.09513,2.48551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005314,0.005314,0.005314
