epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
30,112.234,0.49689,0.78924,0.5141,1.02184,0,0.9514,0.94505,0.96401,0.85839,0.9514,0.94505,0.96401,0.84182,0.49397,0.80006,0.47214,1.07365,0,0.0008086,0.0008086,0.0008086
31,115.87,0.51187,0.77558,0.50149,1.0179,0,0.95759,0.93407,0.96909,0.86963,0.95759,0.93407,0.96909,0.86038,0.47481,0.79741,0.47094,1.05964,0,0.000802,0.000802,0.000802
32,119.474,0.48735,0.76017,0.48991,1.00088,0,0.98668,0.91209,0.97578,0.87448,0.98668,0.91209,0.97578,0.84411,0.46094,0.86751,0.44578,1.0753,0,0.0007954,0.0007954,0.0007954
33,123.101,0.50165,0.81497,0.50552,1.00873,0,0.96221,0.91209,0.95632,0.85156,0.96221,0.91209,0.95632,0.83616,0.49366,0.81912,0.53338,1.08906,0,0.0007888,0.0007888,0.0007888
34,126.833,0.49262,0.74941,0.48928,1.01447,0,0.94376,0.92206,0.96434,0.85501,0.94376,0.92206,0.96434,0.84623,0.50955,0.81751,0.5165,1.05608,0,0.0007822,0.0007822,0.0007822
35,130.54,0.49216,0.73951,0.50745,1.01427,0,0.93508,0.94971,0.96678,0.86251,0.93508,0.94971,0.96678,0.83541,0.50164,0.83359,0.47838,1.08024,0,0.0007756,0.0007756,0.0007756
36,134.129,0.47618,0.73726,0.45846,0.99224,0,0.93464,0.94294,0.96997,0.8745,0.93464,0.94294,0.96997,0.85616,0.47512,0.78652,0.42991,1.05597,0,0.000769,0.000769,0.000769
37,137.787,0.47661,0.72504,0.43911,0.99257,0,0.9659,0.93374,0.97527,0.86353,0.9659,0.93374,0.97527,0.85382,0.50732,0.77076,0.448,1.12772,0,0.0007624,0.0007624,0.0007624
38,141.421,0.47862,0.70975,0.46486,0.98927,0,0.93612,0.96629,0.97238,0.85785,0.93612,0.96629,0.97238,0.86401,0.52155,0.77131,0.44799,1.11516,0,0.0007558,0.0007558,0.0007558
39,145.063,0.47549,0.72956,0.45785,0.99657,0,0.95525,0.93832,0.96782,0.85771,0.95525,0.93832,0.96782,0.8693,0.52761,0.75424,0.44921,1.10653,0,0.0007492,0.0007492,0.0007492
40,148.859,0.45984,0.71928,0.65512,0.98022,0,0.97265,0.94505,0.96926,0.86161,0.97265,0.94505,0.96926,0.85755,0.48828,0.75231,0.42013,1.08774,0,0.0007426,0.0007426,0.0007426
41,152.605,0.45949,0.64487,0.44795,1.00142,0,0.93835,0.94505,0.96888,0.84757,0.93835,0.94505,0.96888,0.84539,0.51339,0.74733,0.45187,1.12805,0,0.000736,0.000736,0.000736
42,156.241,0.43186,0.68791,0.40913,0.98774,0,0.95418,0.91541,0.96641,0.84251,0.95418,0.91541,0.96641,0.85091,0.5208,0.76374,0.46961,1.103,0,0.0007294,0.0007294,0.0007294
43,159.879,0.41583,0.65724,0.40534,0.97161,0,0.9346,0.94222,0.96478,0.86593,0.9346,0.94222,0.96478,0.85207,0.46361,0.7721,0.44986,1.08614,0,0.0007228,0.0007228,0.0007228
44,163.495,0.45061,0.71517,0.43288,0.98634,0,0.94097,0.93407,0.97171,0.85472,0.94097,0.93407,0.97171,0.85026,0.48047,0.80898,0.4339,1.11812,0,0.0007162,0.0007162,0.0007162
45,167.135,0.44471,0.74396,0.44896,0.97725,0,0.95342,0.92308,0.96944,0.86281,0.95342,0.92308,0.96944,0.85522,0.4824,0.79287,0.44406,1.08186,0,0.0007096,0.0007096,0.0007096
46,170.799,0.48683,0.74036,0.46052,0.99188,0,0.96192,0.9011,0.96512,0.84743,0.96192,0.9011,0.96512,0.82633,0.52963,0.85497,0.46546,1.14768,0,0.000703,0.000703,0.000703
47,174.579,0.47247,0.7468,0.4182,0.99481,0,0.95993,0.93407,0.97273,0.87191,0.95993,0.93407,0.97273,0.84439,0.48547,0.90166,0.42472,1.1272,0,0.0006964,0.0006964,0.0006964
48,178.542,0.43518,0.67839,0.45174,0.97013,0,0.96392,0.92308,0.97478,0.88188,0.96392,0.92308,0.97478,0.85773,0.44707,0.76643,0.42035,1.07005,0,0.0006898,0.0006898,0.0006898
49,182.239,0.41619,0.68858,0.42713,0.9599,0,0.94309,0.96703,0.9733,0.8846,0.94309,0.96703,0.9733,0.86616,0.45287,0.73689,0.41206,1.07428,0,0.0006832,0.0006832,0.0006832
50,186.012,0.43981,0.67906,0.41664,0.96761,0,0.99439,0.91209,0.96835,0.8664,0.99439,0.91209,0.96835,0.85892,0.46723,0.73345,0.43948,1.12375,0,0.0006766,0.0006766,0.0006766
51,189.658,0.44786,0.70307,0.44899,0.9712,0,0.97933,0.91209,0.97082,0.86484,0.97933,0.91209,0.97082,0.84958,0.4801,0.78787,0.42429,1.12642,0,0.00067,0.00067,0.00067
52,193.219,0.46302,0.73423,0.43879,0.98341,0,0.97305,0.93407,0.97594,0.86726,0.97305,0.93407,0.97594,0.85479,0.49979,0.87372,0.43159,1.12377,0,0.0006634,0.0006634,0.0006634
53,196.856,0.40334,0.65224,0.38248,0.96328,0,0.96544,0.92095,0.96903,0.8683,0.96544,0.92095,0.96903,0.85521,0.45621,0.77204,0.42859,1.0746,0,0.0006568,0.0006568,0.0006568
54,200.765,0.40025,0.66079,0.37735,0.94542,0,0.96336,0.93407,0.96842,0.86238,0.96336,0.93407,0.96842,0.85684,0.47716,0.78884,0.43787,1.11484,0,0.0006502,0.0006502,0.0006502
55,204.585,0.38966,0.60308,0.36163,0.95818,0,0.96585,0.93232,0.96911,0.86898,0.96585,0.93232,0.96911,0.86107,0.45454,0.7837,0.43271,1.09123,0,0.0006436,0.0006436,0.0006436
56,208.288,0.39861,0.6498,0.36756,0.95471,0,0.96161,0.94505,0.97438,0.89567,0.96161,0.94505,0.97438,0.86821,0.42167,0.7599,0.38771,1.0593,0,0.000637,0.000637,0.000637
57,212.013,0.41048,0.66549,0.38872,0.96833,0,0.96363,0.94505,0.97872,0.88822,0.96363,0.94505,0.97872,0.8683,0.46588,0.80925,0.36747,1.12102,0,0.0006304,0.0006304,0.0006304
58,215.731,0.41025,0.65213,0.37294,0.93842,0,0.95401,0.94505,0.97704,0.87197,0.95401,0.94505,0.97704,0.86138,0.48197,0.82626,0.38028,1.11553,0,0.0006238,0.0006238,0.0006238
59,219.394,0.38747,0.66804,0.35762,0.93472,0,0.93674,0.9764,0.97373,0.86621,0.93674,0.9764,0.97373,0.8494,0.47109,0.83103,0.38415,1.12749,0,0.0006172,0.0006172,0.0006172
60,223.119,0.40429,0.6896,0.3657,0.93045,0,0.91744,0.9769,0.97652,0.88129,0.91744,0.9769,0.97652,0.86826,0.46107,0.75851,0.38472,1.12924,0,0.0006106,0.0006106,0.0006106
61,226.817,0.41268,0.65626,0.3649,0.94779,0,0.9461,0.9644,0.97462,0.87947,0.9461,0.9644,0.97462,0.86477,0.44802,0.76143,0.38514,1.11942,0,0.000604,0.000604,0.000604
62,230.512,0.40283,0.62367,0.37254,0.94586,0,0.96756,0.95604,0.97196,0.88117,0.96756,0.95604,0.97196,0.86886,0.45876,0.7712,0.36988,1.13089,0,0.0005974,0.0005974,0.0005974
63,234.158,0.39722,0.584,0.35609,0.94654,0,0.95488,0.95604,0.96768,0.88654,0.95488,0.95604,0.96768,0.86935,0.43835,0.77681,0.37789,1.08623,0,0.0005908,0.0005908,0.0005908
64,237.823,0.40164,0.66611,0.36283,0.92773,0,0.96982,0.93407,0.96389,0.87798,0.96982,0.93407,0.96389,0.85186,0.45196,0.74486,0.39375,1.10657,0,0.0005842,0.0005842,0.0005842
65,241.412,0.37746,0.57779,0.34243,0.91739,0,0.96445,0.93407,0.96434,0.88128,0.96445,0.93407,0.96434,0.85552,0.43471,0.74221,0.39773,1.08279,0,0.0005776,0.0005776,0.0005776
66,245.058,0.41863,0.66092,0.3689,0.94623,0,0.95645,0.96546,0.9722,0.87684,0.95645,0.96546,0.9722,0.86696,0.45368,0.73918,0.37716,1.0996,0,0.000571,0.000571,0.000571
67,248.881,0.41105,0.61371,0.37553,0.94819,0,0.94523,0.9483,0.97239,0.87627,0.94523,0.9483,0.97239,0.87099,0.43681,0.70757,0.37123,1.08141,0,0.0005644,0.0005644,0.0005644
68,252.651,0.35449,0.57435,0.32881,0.90828,0,0.95415,0.95604,0.97422,0.88752,0.95415,0.95604,0.97422,0.86718,0.41331,0.76953,0.36002,1.0751,0,0.0005578,0.0005578,0.0005578
69,256.303,0.40849,0.63033,0.34251,0.94086,0,0.96495,0.93407,0.97164,0.8847,0.96495,0.93407,0.97164,0.86738,0.41615,0.71936,0.37116,1.06866,0,0.0005512,0.0005512,0.0005512
70,259.884,0.39291,0.64791,0.36466,0.93098,0,0.96513,0.93407,0.96895,0.88766,0.96513,0.93407,0.96895,0.86987,0.41047,0.77758,0.37149,1.06902,0,0.0005446,0.0005446,0.0005446
71,263.522,0.38693,0.65905,0.35229,0.93128,0,0.94537,0.95093,0.96131,0.88679,0.94537,0.95093,0.96131,0.86338,0.41133,0.77404,0.36459,1.05601,0,0.000538,0.000538,0.000538
72,267.085,0.36414,0.58992,0.34147,0.92226,0,0.95629,0.96169,0.97281,0.87765,0.95629,0.96169,0.97281,0.85779,0.44144,0.79084,0.35119,1.12695,0,0.0005314,0.0005314,0.0005314
73,270.807,0.38894,0.6228,0.35568,0.92396,0,0.98238,0.93407,0.96953,0.89275,0.98238,0.93407,0.96953,0.86741,0.40811,0.76469,0.33963,1.05812,0,0.0005248,0.0005248,0.0005248
74,274.551,0.35037,0.56476,0.31035,0.9163,0,0.98592,0.93407,0.97005,0.89114,0.98592,0.93407,0.97005,0.87195,0.41118,0.72064,0.34541,1.0623,0,0.0005182,0.0005182,0.0005182
75,278.294,0.35024,0.54911,0.30606,0.92051,0,0.97488,0.95604,0.97,0.89645,0.97488,0.95604,0.97,0.86819,0.41983,0.73351,0.33962,1.08543,0,0.0005116,0.0005116,0.0005116
76,281.986,0.35102,0.57582,0.32414,0.92263,0,0.9763,0.95604,0.96786,0.88562,0.9763,0.95604,0.96786,0.8611,0.41339,0.82537,0.35889,1.08678,0,0.000505,0.000505,0.000505
77,285.604,0.33107,0.56424,0.30162,0.88722,0,0.96422,0.95604,0.97186,0.89089,0.96422,0.95604,0.97186,0.87151,0.43847,0.78065,0.35092,1.12562,0,0.0004984,0.0004984,0.0004984
78,289.208,0.35716,0.58262,0.32386,0.89826,0,0.97634,0.93407,0.97212,0.88019,0.97634,0.93407,0.97212,0.87127,0.43912,0.75847,0.36014,1.11149,0,0.0004918,0.0004918,0.0004918
79,292.764,0.34685,0.54579,0.31864,0.90638,0,0.97312,0.93407,0.97054,0.8769,0.97312,0.93407,0.97054,0.86306,0.42195,0.78835,0.37558,1.08871,0,0.0004852,0.0004852,0.0004852
80,296.486,0.34107,0.55805,0.33088,0.89997,0,0.956,0.95511,0.97154,0.88408,0.956,0.95511,0.97154,0.86598,0.42581,0.78861,0.39851,1.09001,0,0.0004786,0.0004786,0.0004786
81,300.17,0.32426,0.52853,0.29322,0.89736,0,0.97491,0.94505,0.96755,0.88231,0.97491,0.94505,0.96755,0.86898,0.4198,0.77081,0.39524,1.07734,0,0.000472,0.000472,0.000472
82,303.841,0.34085,0.56327,0.33163,0.89357,0,0.9582,0.93407,0.97129,0.88933,0.9582,0.93407,0.97129,0.87096,0.42037,0.83501,0.39093,1.09465,0,0.0004654,0.0004654,0.0004654
83,307.526,0.38338,0.59767,0.3308,0.91718,0,0.94553,0.95387,0.96441,0.87796,0.94553,0.95387,0.96441,0.86736,0.42996,0.75408,0.39758,1.09983,0,0.0004588,0.0004588,0.0004588
84,311.147,0.34816,0.53657,0.3208,0.89503,0,0.96551,0.92308,0.96014,0.87448,0.96551,0.92308,0.96014,0.84963,0.43542,0.78522,0.39273,1.11522,0,0.0004522,0.0004522,0.0004522
85,314.804,0.33851,0.54686,0.29083,0.87555,0,0.96564,0.94505,0.96845,0.89084,0.96564,0.94505,0.96845,0.87198,0.43483,0.71194,0.36154,1.11384,0,0.0004456,0.0004456,0.0004456
86,318.395,0.3424,0.54375,0.30609,0.89655,0,0.97724,0.94505,0.96641,0.88758,0.97724,0.94505,0.96641,0.86383,0.43497,0.73289,0.37614,1.1408,0,0.000439,0.000439,0.000439
87,322.064,0.33726,0.53471,0.30847,0.89748,0,0.97642,0.94505,0.9611,0.87907,0.97642,0.94505,0.9611,0.86617,0.44386,0.78426,0.38021,1.14575,0,0.0004324,0.0004324,0.0004324
88,325.763,0.3389,0.54845,0.29771,0.90685,0,0.93351,0.94505,0.96396,0.88387,0.93351,0.94505,0.96396,0.86303,0.43315,0.82875,0.39347,1.13007,0,0.0004258,0.0004258,0.0004258
89,329.372,0.3492,0.56011,0.30472,0.92098,0,0.93326,0.94505,0.96364,0.87105,0.93326,0.94505,0.96364,0.87016,0.44301,0.79388,0.39943,1.12399,0,0.0004192,0.0004192,0.0004192
90,332.965,0.35035,0.54241,0.32069,0.88864,0,0.96938,0.92308,0.96522,0.88357,0.96938,0.92308,0.96522,0.86859,0.45372,0.76546,0.4057,1.14172,0,0.0004126,0.0004126,0.0004126
91,336.559,0.33455,0.54517,0.30494,0.88551,0,0.95548,0.94346,0.96738,0.88007,0.95548,0.94346,0.96738,0.8724,0.42813,0.76319,0.37384,1.12456,0,0.000406,0.000406,0.000406
92,340.148,0.35285,0.53556,0.31377,0.89746,0,0.96584,0.93226,0.96674,0.89645,0.96584,0.93226,0.96674,0.87415,0.40683,0.75837,0.37853,1.08058,0,0.0003994,0.0003994,0.0003994
93,343.822,0.32637,0.49955,0.31526,0.87564,0,0.96616,0.94137,0.95811,0.88335,0.96616,0.94137,0.95811,0.87546,0.41959,0.74683,0.41434,1.0749,0,0.0003928,0.0003928,0.0003928
94,347.569,0.31503,0.5352,0.27729,0.88227,0,0.95421,0.94505,0.95149,0.87764,0.95421,0.94505,0.95756,0.86856,0.40706,0.72548,0.39666,1.08319,0,0.0003862,0.0003862,0.0003862
95,351.305,0.32581,0.54399,0.31098,0.88738,0,0.95462,0.94505,0.96179,0.89117,0.95462,0.94505,0.96179,0.86598,0.41386,0.72819,0.38789,1.11386,0,0.0003796,0.0003796,0.0003796
96,354.966,0.31381,0.51863,0.29402,0.88374,0,0.96621,0.94277,0.9709,0.90144,0.96621,0.94277,0.9709,0.86762,0.39729,0.76166,0.33946,1.08776,0,0.000373,0.000373,0.000373
97,358.595,0.33102,0.53718,0.30448,0.90119,0,0.99383,0.94505,0.97306,0.88235,0.99383,0.94505,0.97306,0.87349,0.43724,0.73412,0.3455,1.14287,0,0.0003664,0.0003664,0.0003664
98,362.192,0.32654,0.50557,0.29704,0.88984,0,0.99158,0.94505,0.9706,0.89648,0.99158,0.94505,0.9706,0.87154,0.42764,0.77243,0.34586,1.10072,0,0.0003598,0.0003598,0.0003598
99,365.78,0.33009,0.53104,0.2947,0.89105,0,0.98848,0.94284,0.96784,0.89378,0.98848,0.94284,0.96784,0.8769,0.40385,0.74996,0.35145,1.08629,0,0.0003532,0.0003532,0.0003532
100,369.477,0.30585,0.46141,0.2757,0.87861,0,0.98163,0.92308,0.96512,0.88891,0.98163,0.92308,0.96512,0.87402,0.40768,0.76884,0.38172,1.11402,0,0.0003466,0.0003466,0.0003466
101,373.318,0.32182,0.56644,0.29228,0.87725,0,0.94496,0.94341,0.9655,0.88811,0.94496,0.94341,0.9655,0.87242,0.39911,0.77783,0.37671,1.09796,0,0.00034,0.00034,0.00034
102,376.998,0.32449,0.52666,0.27722,0.87778,0,0.95447,0.92142,0.96674,0.88569,0.95447,0.92142,0.96674,0.86972,0.42415,0.7617,0.40441,1.10747,0,0.0003334,0.0003334,0.0003334
103,380.63,0.3561,0.54586,0.30623,0.89733,0,0.93478,0.94497,0.97163,0.89109,0.93478,0.94497,0.97163,0.86124,0.42435,0.81726,0.38214,1.10049,0,0.0003268,0.0003268,0.0003268
104,384.229,0.31,0.49829,0.29521,0.87895,0,0.95301,0.92308,0.96522,0.8833,0.95301,0.92308,0.96522,0.86881,0.41117,0.72827,0.3804,1.0889,0,0.0003202,0.0003202,0.0003202
105,387.791,0.32674,0.53314,0.28751,0.89423,0,0.96933,0.92308,0.96548,0.88312,0.96933,0.92308,0.96548,0.86976,0.43451,0.75561,0.37879,1.11319,0,0.0003136,0.0003136,0.0003136
106,391.392,0.33191,0.49475,0.29542,0.88758,0,0.97384,0.91209,0.9663,0.88377,0.97384,0.91209,0.9663,0.86512,0.4295,0.75176,0.3623,1.11501,0,0.000307,0.000307,0.000307
107,395.2,0.32969,0.50688,0.28579,0.88998,0,0.99233,0.92308,0.96796,0.88759,0.99233,0.92308,0.96796,0.88015,0.44069,0.73137,0.36527,1.14338,0,0.0003004,0.0003004,0.0003004
108,399.009,0.30116,0.47809,0.27275,0.88261,0,0.97892,0.92308,0.96882,0.88668,0.97892,0.92308,0.96882,0.87073,0.42585,0.77984,0.34956,1.1205,0,0.0002938,0.0002938,0.0002938
109,402.72,0.29178,0.45999,0.26642,0.88806,0,0.97682,0.92616,0.96822,0.89207,0.97682,0.92616,0.96822,0.88039,0.40972,0.75848,0.34647,1.09994,0,0.0002872,0.0002872,0.0002872
110,406.422,0.30793,0.47924,0.28524,0.877,0,0.97246,0.94505,0.96672,0.88948,0.97246,0.94505,0.96672,0.87647,0.42331,0.76792,0.34672,1.12912,0,0.0002806,0.0002806,0.0002806
111,410.159,0.30157,0.46218,0.2759,0.88624,0,0.97721,0.94251,0.96142,0.87788,0.97721,0.94251,0.96142,0.8758,0.40497,0.77566,0.35206,1.09799,0,0.000274,0.000274,0.000274
112,413.771,0.30103,0.48535,0.27563,0.85966,0,0.98811,0.93407,0.96076,0.89342,0.98811,0.93407,0.96076,0.86499,0.38774,0.82371,0.36626,1.06463,0,0.0002674,0.0002674,0.0002674
113,417.437,0.30825,0.46593,0.27833,0.88765,0,0.956,0.955,0.96677,0.90365,0.956,0.955,0.96677,0.86735,0.38784,0.8485,0.34512,1.09832,0,0.0002608,0.0002608,0.0002608
114,421.255,0.28874,0.47928,0.27446,0.85736,0,0.97612,0.94505,0.95932,0.89137,0.97612,0.94505,0.95932,0.86208,0.39811,0.79378,0.36047,1.11465,0,0.0002542,0.0002542,0.0002542
115,424.918,0.30573,0.46268,0.26413,0.88154,0,0.97727,0.94483,0.95899,0.88205,0.97727,0.94483,0.95899,0.86357,0.41354,0.78927,0.36178,1.12157,0,0.0002476,0.0002476,0.0002476
116,428.523,0.26892,0.44509,0.23988,0.86731,0,0.97727,0.94502,0.96035,0.88724,0.97727,0.94502,0.96035,0.86456,0.39334,0.80446,0.35458,1.09661,0,0.000241,0.000241,0.000241
117,432.221,0.27416,0.4428,0.24065,0.86379,0,0.96563,0.94505,0.95967,0.89275,0.96563,0.94505,0.95967,0.8767,0.38606,0.78383,0.37464,1.07013,0,0.0002344,0.0002344,0.0002344
118,435.993,0.32967,0.53186,0.2815,0.88044,0,0.97694,0.94505,0.96824,0.89705,0.97694,0.94505,0.96824,0.88251,0.38832,0.79338,0.36411,1.06248,0,0.0002278,0.0002278,0.0002278
119,439.618,0.29697,0.49808,0.28948,0.88026,0,0.97727,0.94502,0.96019,0.89212,0.97727,0.94502,0.96019,0.87811,0.39839,0.77945,0.37248,1.08152,0,0.0002212,0.0002212,0.0002212
120,443.398,0.25418,0.41851,0.23983,0.84839,0,0.97694,0.93093,0.96009,0.88705,0.97694,0.93093,0.96009,0.8775,0.3966,0.77124,0.37402,1.11464,0,0.0002146,0.0002146,0.0002146
121,447.3,0.28088,0.44237,0.24843,0.87147,0,0.97957,0.92308,0.96719,0.89577,0.97957,0.92308,0.96719,0.88314,0.38854,0.78306,0.36507,1.09905,0,0.000208,0.000208,0.000208
122,451.008,0.30745,0.46319,0.27538,0.88981,0,0.98575,0.92308,0.96596,0.89851,0.98575,0.92308,0.96596,0.87775,0.37632,0.79529,0.35891,1.08364,0,0.0002014,0.0002014,0.0002014
123,454.579,0.27867,0.44741,0.24645,0.87562,0,0.98546,0.92308,0.96665,0.90292,0.98546,0.92308,0.96665,0.87465,0.38746,0.80651,0.35126,1.10017,0,0.0001948,0.0001948,0.0001948
124,458.256,0.2722,0.46778,0.25773,0.85017,0,0.98593,0.92308,0.96725,0.89116,0.98593,0.92308,0.96725,0.87782,0.40467,0.78347,0.36145,1.09985,0,0.0001882,0.0001882,0.0001882
125,461.819,0.30475,0.45148,0.28992,0.88365,0,0.98559,0.91209,0.96748,0.90319,0.98559,0.91209,0.96748,0.87985,0.39779,0.79252,0.36312,1.12712,0,0.0001816,0.0001816,0.0001816
126,465.397,0.27563,0.44955,0.25027,0.864,0,0.98439,0.9011,0.96736,0.89781,0.98439,0.9011,0.96736,0.88493,0.38873,0.80805,0.36402,1.11937,0,0.000175,0.000175,0.000175
