epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
118,506.083,0.28608,0.47455,0.25066,0.88787,0,0.96773,0.96875,0.98323,0.94397,0.96773,0.96875,0.98323,0.92954,0.27697,0.50398,0.26053,0.90607,0,0.0002278,0.0002278,0.0002278
119,510.339,0.28297,0.47286,0.24867,0.87321,0,0.96896,0.97563,0.98376,0.94516,0.96896,0.97563,0.98376,0.93226,0.26574,0.52076,0.24827,0.89592,0,0.0002212,0.0002212,0.0002212
120,514.456,0.29696,0.4676,0.26083,0.88042,0,0.9841,0.96729,0.98346,0.94057,0.9841,0.96729,0.98346,0.9346,0.28318,0.50325,0.24711,0.91181,0,0.0002146,0.0002146,0.0002146
121,518.596,0.26637,0.44145,0.23274,0.87328,0,0.98777,0.96094,0.98377,0.93988,0.98777,0.96094,0.98377,0.93312,0.27284,0.50677,0.2446,0.91302,0,0.000208,0.000208,0.000208
122,522.707,0.2551,0.41772,0.22384,0.86662,0,0.97656,0.97641,0.98377,0.94582,0.97656,0.97641,0.98377,0.93756,0.26425,0.48427,0.23956,0.90976,0,0.0002014,0.0002014,0.0002014
123,527.103,0.27769,0.43132,0.23364,0.8626,0,0.97551,0.96875,0.98315,0.94881,0.97551,0.96875,0.98919,0.94644,0.26606,0.48513,0.24085,0.89852,0,0.0001948,0.0001948,0.0001948
124,531.46,0.30359,0.44907,0.25613,0.88328,0,0.97654,0.97582,0.98955,0.94804,0.97654,0.97582,0.98955,0.95068,0.2712,0.47797,0.24794,0.88732,0,0.0001882,0.0001882,0.0001882
125,535.658,0.27812,0.44132,0.26188,0.87744,0,0.97613,0.96875,0.98951,0.94726,0.97613,0.96875,0.98951,0.94401,0.26288,0.47873,0.25711,0.89977,0,0.0001816,0.0001816,0.0001816
126,539.826,0.29498,0.47155,0.25475,0.88458,0,0.97618,0.96061,0.98922,0.95236,0.97618,0.96061,0.98922,0.94877,0.25948,0.48096,0.25116,0.89345,0,0.000175,0.000175,0.000175
127,543.942,0.26766,0.45133,0.23528,0.8658,0,0.98305,0.95312,0.98323,0.94806,0.98305,0.95312,0.98323,0.94826,0.26955,0.47204,0.24913,0.88808,0,0.0001684,0.0001684,0.0001684
128,548.014,0.28375,0.48394,0.26299,0.87091,0,0.96888,0.97656,0.98295,0.953,0.96888,0.97656,0.98295,0.93935,0.26954,0.52152,0.24925,0.88873,0,0.0001618,0.0001618,0.0001618
129,552.198,0.28182,0.46019,0.23422,0.85245,0,0.96894,0.97656,0.98869,0.95193,0.96894,0.97656,0.98869,0.94584,0.25163,0.45991,0.23846,0.8793,0,0.0001552,0.0001552,0.0001552
130,556.597,0.26378,0.42885,0.24397,0.871,0,0.96896,0.97548,0.9897,0.95651,0.96896,0.97548,0.9897,0.9487,0.25119,0.45135,0.23756,0.8766,0,0.0001486,0.0001486,0.0001486
131,560.718,0.27291,0.49765,0.25278,0.87795,0,0.97535,0.96094,0.99025,0.95197,0.97535,0.96094,0.99025,0.95057,0.25056,0.45786,0.24514,0.87496,0,0.000142,0.000142,0.000142
132,564.902,0.26427,0.41173,0.22656,0.86164,0,0.99186,0.95214,0.98939,0.95372,0.99186,0.95214,0.98939,0.95199,0.25878,0.44926,0.25039,0.88199,0,0.0001354,0.0001354,0.0001354
133,569.032,0.24599,0.41555,0.21189,0.85662,0,0.984,0.96081,0.98272,0.94952,0.984,0.96081,0.98272,0.94296,0.256,0.45859,0.24457,0.88133,0,0.0001288,0.0001288,0.0001288
134,573.066,0.26044,0.47715,0.22853,0.84719,0,0.97552,0.96094,0.98264,0.95105,0.97552,0.96094,0.98264,0.9502,0.25496,0.43807,0.25082,0.87977,0,0.0001222,0.0001222,0.0001222
135,577.315,0.22565,0.37257,0.21209,0.84318,0,0.97636,0.968,0.98956,0.9605,0.97636,0.968,0.98956,0.95658,0.24872,0.43865,0.23256,0.87498,0,0.0001156,0.0001156,0.0001156
136,581.544,0.28159,0.44223,0.2519,0.87511,0,0.97637,0.96859,0.99027,0.95659,0.97637,0.96859,0.99048,0.95411,0.2601,0.44801,0.24407,0.88588,0,0.000109,0.000109,0.000109
137,585.74,0.27693,0.42992,0.23948,0.86692,0,0.97602,0.96875,0.99024,0.96035,0.97602,0.96875,0.99144,0.95494,0.25452,0.45659,0.23811,0.88154,0,0.0001024,0.0001024,0.0001024
138,590.064,0.26839,0.44356,0.24525,0.85201,0,0.97637,0.96839,0.99108,0.96076,0.97637,0.96839,0.99108,0.95323,0.24683,0.45847,0.2339,0.87754,0,9.58e-05,9.58e-05,9.58e-05
139,594.129,0.26713,0.45539,0.22369,0.85257,0,0.96884,0.97157,0.99076,0.95931,0.96884,0.97157,0.99076,0.95197,0.24156,0.46444,0.23292,0.87884,0,8.92e-05,8.92e-05,8.92e-05
140,598.439,0.27253,0.44038,0.2477,0.86471,0,0.99109,0.94531,0.98315,0.95166,0.99109,0.94531,0.9909,0.94667,0.24744,0.47819,0.24327,0.88369,0,8.26e-05,8.26e-05,8.26e-05
141,617.16,0.18148,0.31138,0.16212,0.81106,0,0.99089,0.95312,0.98271,0.9552,0.99089,0.95312,0.99184,0.94635,0.23966,0.46957,0.24719,0.87618,0,7.6e-05,7.6e-05,7.6e-05
142,621.599,0.17475,0.31237,0.15743,0.82228,0,0.99081,0.95312,0.98986,0.95627,0.99081,0.95312,0.98986,0.94692,0.24568,0.46524,0.24789,0.87498,0,6.94e-05,6.94e-05,6.94e-05
143,625.794,0.18236,0.30538,0.15533,0.81623,0,0.98699,0.95312,0.98167,0.95746,0.98699,0.95312,0.99007,0.95037,0.24563,0.4613,0.24344,0.87434,0,6.28e-05,6.28e-05,6.28e-05
144,630.232,0.17783,0.30338,0.15423,0.80894,0,0.98429,0.95312,0.98205,0.95508,0.98429,0.95312,0.98903,0.9515,0.24207,0.46123,0.24323,0.87644,0,5.62e-05,5.62e-05,5.62e-05
145,634.356,0.17231,0.29423,0.15123,0.79778,0,0.98779,0.95312,0.98324,0.95702,0.98779,0.95312,0.98324,0.95297,0.24153,0.46666,0.23573,0.8769,0,4.96e-05,4.96e-05,4.96e-05
146,638.863,0.17682,0.28871,0.14971,0.81318,0,0.99016,0.95312,0.98351,0.96162,0.99016,0.95312,0.98351,0.94785,0.23932,0.46796,0.22857,0.87479,0,4.3e-05,4.3e-05,4.3e-05
147,643.701,0.17348,0.28316,0.15085,0.80963,0,0.96888,0.97308,0.98374,0.9589,0.96888,0.97308,0.98374,0.94827,0.23706,0.47026,0.2222,0.87475,0,3.64e-05,3.64e-05,3.64e-05
148,648.153,0.17339,0.29637,0.14881,0.80422,0,0.99193,0.95997,0.9839,0.95972,0.99193,0.95997,0.9839,0.94664,0.23698,0.46873,0.2158,0.87496,0,2.98e-05,2.98e-05,2.98e-05
149,652.492,0.16912,0.28581,0.14632,0.79885,0,0.98967,0.96094,0.98382,0.95466,0.98967,0.96094,0.98382,0.94834,0.23655,0.47252,0.21637,0.87406,0,2.32e-05,2.32e-05,2.32e-05
150,656.821,0.17929,0.29273,0.14745,0.80619,0,0.9909,0.96094,0.9839,0.95556,0.9909,0.96094,0.9839,0.94792,0.23543,0.4676,0.21577,0.87474,0,1.66e-05,1.66e-05,1.66e-05
