epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
122,362.584,0.30349,0.46995,0.2684,0.83368,0,0.97693,0.93073,0.98035,0.91704,0.97693,0.93073,0.98035,0.88627,0.35316,0.79836,0.30514,0.86133,0,0.0002014,0.0002014,0.0002014
123,365.622,0.27477,0.42136,0.24613,0.82068,0,0.96659,0.95368,0.97885,0.9181,0.96659,0.95368,0.97885,0.88777,0.35214,0.77504,0.2956,0.85447,0,0.0001948,0.0001948,0.0001948
124,368.686,0.285,0.45301,0.25809,0.82627,0,0.96724,0.94505,0.97595,0.90963,0.96724,0.94505,0.97595,0.88596,0.3664,0.74433,0.29099,0.86284,0,0.0001882,0.0001882,0.0001882
125,371.703,0.30376,0.45365,0.28447,0.83975,0,0.97635,0.94505,0.97732,0.90686,0.97635,0.94505,0.97732,0.89142,0.3722,0.76843,0.28656,0.87736,0,0.0001816,0.0001816,0.0001816
126,374.766,0.28832,0.44649,0.25908,0.82831,0,0.96601,0.94505,0.98003,0.91777,0.96601,0.94505,0.98003,0.89725,0.35861,0.74838,0.29873,0.86432,0,0.000175,0.000175,0.000175
127,377.756,0.28239,0.44389,0.25326,0.81901,0,0.96619,0.94217,0.97804,0.91746,0.96619,0.94217,0.97804,0.88871,0.3472,0.74135,0.29987,0.85666,0,0.0001684,0.0001684,0.0001684
128,380.823,0.27156,0.39105,0.24168,0.82674,0,0.95545,0.94275,0.97544,0.9117,0.95545,0.94275,0.97544,0.8867,0.34236,0.7465,0.30837,0.85425,0,0.0001618,0.0001618,0.0001618
129,383.9,0.27548,0.42704,0.24092,0.82444,0,0.92359,0.96703,0.9766,0.91408,0.92359,0.96703,0.9766,0.88514,0.34502,0.7534,0.30762,0.85425,0,0.0001552,0.0001552,0.0001552
130,386.932,0.28077,0.43659,0.25836,0.82236,0,0.92693,0.97588,0.97493,0.90716,0.92693,0.97588,0.97493,0.88307,0.34931,0.73669,0.29215,0.85522,0,0.0001486,0.0001486,0.0001486
131,389.966,0.24341,0.37969,0.23152,0.81104,0,0.92698,0.97653,0.97522,0.90744,0.92698,0.97653,0.97522,0.88461,0.34121,0.73177,0.28487,0.85234,0,0.000142,0.000142,0.000142
132,393.017,0.29285,0.43875,0.24553,0.82811,0,0.96299,0.93407,0.97637,0.91482,0.96299,0.93407,0.97637,0.88594,0.34593,0.73413,0.28933,0.85893,0,0.0001354,0.0001354,0.0001354
133,396.079,0.28251,0.43842,0.25079,0.83987,0,0.94498,0.95604,0.97756,0.91961,0.94498,0.95604,0.97756,0.88868,0.3526,0.7381,0.2981,0.86487,0,0.0001288,0.0001288,0.0001288
134,399.12,0.25223,0.39946,0.22807,0.81538,0,0.93604,0.96497,0.97661,0.91736,0.93604,0.96497,0.97661,0.89057,0.35041,0.73658,0.29802,0.86139,0,0.0001222,0.0001222,0.0001222
135,402.157,0.25372,0.38154,0.21822,0.81574,0,0.94388,0.95604,0.97433,0.91553,0.94388,0.95604,0.97433,0.88701,0.34952,0.73423,0.3016,0.86894,0,0.0001156,0.0001156,0.0001156
136,405.225,0.25784,0.40412,0.24889,0.82523,0,0.95551,0.94408,0.97197,0.90754,0.95551,0.94408,0.97197,0.88236,0.35112,0.72258,0.31422,0.87505,0,0.000109,0.000109,0.000109
137,408.265,0.26769,0.38503,0.25613,0.83273,0,0.94563,0.95562,0.97267,0.91173,0.94563,0.95562,0.97267,0.88346,0.35194,0.72841,0.31157,0.87205,0,0.0001024,0.0001024,0.0001024
138,411.285,0.2735,0.42981,0.24173,0.82226,0,0.94562,0.95551,0.97347,0.90843,0.94562,0.95551,0.97347,0.89228,0.34931,0.72871,0.30724,0.86152,0,9.58e-05,9.58e-05,9.58e-05
139,414.334,0.27498,0.43905,0.25631,0.83737,0,0.94561,0.95525,0.97256,0.90977,0.94561,0.95525,0.97256,0.88616,0.34802,0.73551,0.30477,0.85841,0,8.92e-05,8.92e-05,8.92e-05
140,417.333,0.25478,0.39201,0.24363,0.83767,0,0.94556,0.95437,0.97245,0.90786,0.94556,0.95437,0.97245,0.88801,0.34209,0.74769,0.30328,0.85788,0,8.26e-05,8.26e-05,8.26e-05
141,434.609,0.1904,0.29747,0.16272,0.7869,0,0.94557,0.95451,0.97349,0.91467,0.94557,0.95451,0.97349,0.88237,0.34667,0.75556,0.29762,0.86776,0,7.6e-05,7.6e-05,7.6e-05
142,437.709,0.19855,0.31218,0.17039,0.78132,0,0.96541,0.93407,0.97426,0.91402,0.96541,0.93407,0.97426,0.88383,0.34753,0.76562,0.29458,0.86952,0,6.94e-05,6.94e-05,6.94e-05
143,440.675,0.1902,0.2974,0.17141,0.7773,0,0.96447,0.93407,0.97455,0.91309,0.96447,0.93407,0.97455,0.88636,0.34274,0.75831,0.28905,0.86027,0,6.28e-05,6.28e-05,6.28e-05
144,443.685,0.18761,0.29787,0.1604,0.78256,0,0.93638,0.97053,0.97523,0.91297,0.93638,0.97053,0.97523,0.8847,0.33823,0.76979,0.28971,0.8532,0,5.62e-05,5.62e-05,5.62e-05
145,446.677,0.1843,0.29743,0.16236,0.79028,0,0.96583,0.93407,0.97526,0.9088,0.96583,0.93407,0.97526,0.88903,0.33628,0.76171,0.28859,0.85322,0,4.96e-05,4.96e-05,4.96e-05
146,449.749,0.18563,0.29995,0.17241,0.79399,0,0.93614,0.96653,0.97532,0.91099,0.93614,0.96653,0.97532,0.88697,0.34039,0.76167,0.29961,0.86082,0,4.3e-05,4.3e-05,4.3e-05
147,452.769,0.17962,0.29018,0.16226,0.78554,0,0.93609,0.96578,0.97614,0.91575,0.93609,0.96578,0.97614,0.88926,0.34441,0.75911,0.2981,0.86666,0,3.64e-05,3.64e-05,3.64e-05
148,455.808,0.18377,0.29144,0.16114,0.78431,0,0.94559,0.95496,0.97536,0.91634,0.94559,0.95496,0.97536,0.88465,0.3418,0.76112,0.29368,0.86769,0,2.98e-05,2.98e-05,2.98e-05
149,458.83,0.18326,0.28722,0.16567,0.78575,0,0.94554,0.95604,0.97655,0.91108,0.94554,0.95604,0.97655,0.88404,0.33674,0.76826,0.2892,0.86327,0,2.32e-05,2.32e-05,2.32e-05
150,461.868,0.18193,0.28224,0.16142,0.79514,0,0.94562,0.95552,0.97596,0.91027,0.94562,0.95552,0.97596,0.88512,0.33505,0.77268,0.28778,0.85741,0,1.66e-05,1.66e-05,1.66e-05
